"Year","Pasture","Treatment","Allocation.number","AnimalEID","Tag","Tag.Color","Owner","Coat","Field.Notes","QAQC.Notes","Processing.Notes","Record.Type","Date","Weight","Percent_Shrink","Weight_Shrunk","Use_Flag","Outlier_Flag1"
2018,"15E","LTGI_MOD","26","840003151866567",988,"blue","Local","r","",NA,"","mid-season",2018-08-31,902,0.09,820.82,"Yes","good"
2018,"15E","LTGI_MOD","26","840003151866567",988,"blue","Local","r","",NA,"","off-study",2018-09-28,894,0.07,831.42,"Yes","good"
2018,"15E","LTGI_MOD","26","840003151866584",1005,"blue","Local","b","",NA,"","on",2018-05-10,744,0.07,691.92,"Yes","good"
2018,"15E","LTGI_MOD","26","840003151866584",1005,"blue","Local","b",",",NA,"","mid-season",2018-06-07,824,0.087,752.312,"Yes","good"
2018,"15E","LTGI_MOD","26","840003151866584",1005,"blue","Local","b","",NA,"","mid-season",2018-07-05,878,0.087,801.614,"Yes","good"
2018,"15E","LTGI_MOD","26","840003151866584",1005,"blue","Local","b",",",NA,"","mid-season",2018-08-02,882,0.09,802.62,"Yes","good"
2018,"15E","LTGI_MOD","26","840003151866584",1005,"blue","Local","b","",NA,"","mid-season",2018-08-31,910,0.09,828.1,"Yes","good"
2018,"15E","LTGI_MOD","26","840003151866584",1005,"blue","Local","b","",NA,"","off-study",2018-09-28,884,0.07,822.12,"Yes","good"
2018,"15E","LTGI_MOD","26","840003151866695",1102,"red","Local","b","",NA,"","on",2018-05-10,622,0.07,578.46,"Yes","good"
2018,"15E","LTGI_MOD","26","840003151866695",1102,"red","Local","b",",",NA,"","mid-season",2018-06-07,648,0.087,591.624,"Yes","good"
2018,"15E","LTGI_MOD","26","840003151866695",1102,"red","Local","b","",NA,"","mid-season",2018-07-05,752,0.087,686.576,"Yes","good"
2018,"15E","LTGI_MOD","26","840003151866695",1102,"red","Local","b",",",NA,"","mid-season",2018-08-02,780,0.09,709.8,"Yes","good"
2018,"15E","LTGI_MOD","26","840003151866695",1102,"red","Local","b","",NA,"","mid-season",2018-08-31,800,0.09,728,"Yes","good"
2018,"15E","LTGI_MOD","26","840003151866695",1102,"red","Local","b","",NA,"","off-study",2018-09-28,802,0.07,745.86,"Yes","good"
2018,"15E","LTGI_MOD","26","840003151866719",1126,"red","Local","b","",NA,"","on",2018-05-10,668,0.07,621.24,"Yes","good"
2018,"15E","LTGI_MOD","26","840003151866719",1126,"red","Local","b",",",NA,"","mid-season",2018-06-07,764,0.087,697.532,"Yes","good"
2018,"15E","LTGI_MOD","26","840003151866719",1126,"red","Local","b","",NA,"","mid-season",2018-07-05,812,0.087,741.356,"Yes","good"
2018,"15E","LTGI_MOD","26","840003151866719",1126,"red","Local","b",",",NA,"","mid-season",2018-08-02,810,0.09,737.1,"Yes","good"
2018,"15E","LTGI_MOD","26","840003151866719",1126,"red","Local","b","",NA,"","mid-season",2018-08-31,824,0.09,749.84,"Yes","good"
2018,"15E","LTGI_MOD","26","840003151866719",1126,"red","Local","b","",NA,"","off-study",2018-09-28,836,0.07,777.48,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865622",78,"white","Local","b","",NA,"","on",2018-05-10,540,0.07,502.2,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865622",78,"white","Local","b",",",NA,"","mid-season",2018-06-07,632,0.087,577.016,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865622",78,"white","Local","b","",NA,"","mid-season",2018-07-05,678,0.087,619.014,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865622",78,"white","Local","b",",",NA,"","mid-season",2018-08-02,736,0.09,669.76,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865622",78,"white","Local","b","",NA,"","mid-season",2018-08-31,762,0.09,693.42,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865622",78,"white","Local","b","",NA,"","off-study",2018-09-28,706,0.07,656.58,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865628",84,"white","Local","b","",NA,"","on",2018-05-10,646,0.07,600.78,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865628",84,"white","Local","b",",",NA,"","mid-season",2018-06-07,744,0.087,679.272,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865628",84,"white","Local","b","",NA,"","mid-season",2018-07-05,808,0.087,737.704,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865628",84,"white","Local","b",",",NA,"","mid-season",2018-08-02,846,0.09,769.86,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865628",84,"white","Local","b","",NA,"","mid-season",2018-08-31,854,0.09,777.14,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865628",84,"white","Local","b","",NA,"","off-study",2018-09-28,864,0.07,803.52,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865636",92,"white","Local","b","",NA,"","on",2018-05-10,564,0.07,524.52,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865636",92,"white","Local","b",",",NA,"","mid-season",2018-06-07,660,0.087,602.58,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865636",92,"white","Local","b","",NA,"","mid-season",2018-07-05,724,0.087,661.012,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865636",92,"white","Local","b",",",NA,"","mid-season",2018-08-02,762,0.09,693.42,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865636",92,"white","Local","b","",NA,"","mid-season",2018-08-31,744,0.09,677.04,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865636",92,"white","Local","b","",NA,"","off-study",2018-09-28,686,0.07,637.98,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865706",162,"white","Local","b","",NA,"","on",2018-05-10,800,0.07,744,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865706",162,"white","Local","b",",",NA,"","mid-season",2018-06-07,894,0.087,816.222,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865706",162,"white","Local","b","",NA,"","mid-season",2018-07-05,946,0.087,863.698,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865706",162,"white","Local","b",",",NA,"","mid-season",2018-08-02,990,0.09,900.9,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865706",162,"white","Local","b","very thick - weight is good.",NA,"","mid-season",2018-08-31,1034,0.09,940.94,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866637",162,"white","Local","b","",NA,"","off-study",2018-09-28,1002,0.07,931.86,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865721",177,"white","Local","b","",NA,"","on",2018-05-10,676,0.07,628.68,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865721",177,"white","Local","b",",",NA,"","mid-season",2018-06-07,812,0.087,741.356,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865721",177,"white","Local","b","",NA,"","mid-season",2018-07-05,866,0.087,790.658,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865721",177,"white","Local","b",",",NA,"","mid-season",2018-08-02,934,0.09,849.94,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865721",177,"white","Local","b","",NA,"","mid-season",2018-08-31,932,0.09,848.12,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865721",177,"white","Local","b","",NA,"","off-study",2018-09-28,932,0.07,866.76,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865744",200,"white","Local","b","",NA,"","on",2018-05-10,642,0.07,597.06,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865744",200,"white","Local","b",",",NA,"","mid-season",2018-06-07,758,0.087,692.054,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865744",200,"white","Local","b","",NA,"","mid-season",2018-07-05,794,0.087,724.922,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865744",200,"white","Local","b",",",NA,"","mid-season",2018-08-02,852,0.09,775.32,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865744",200,"white","Local","b","",NA,"","mid-season",2018-08-31,886,0.09,806.26,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865744",200,"white","Local","b","",NA,"","off-study",2018-09-28,864,0.07,803.52,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865817",273,"white","Local","b","",NA,"","on",2018-05-10,674,0.07,626.82,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865817",273,"white","Local","b",",",NA,"","mid-season",2018-06-07,788,0.087,719.444,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865817",273,"white","Local","b","",NA,"","mid-season",2018-07-05,840,0.087,766.92,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865817",273,"white","Local","b",",",NA,"","mid-season",2018-08-02,868,0.09,789.88,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865817",273,"white","Local","b","",NA,"","mid-season",2018-08-31,878,0.09,798.98,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865817",273,"white","Local","b","",NA,"","off-study",2018-09-28,832,0.07,773.76,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865828",284,"white","Local","b","",NA,"","on",2018-05-10,668,0.07,621.24,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865828",284,"white","Local","b",",",NA,"","mid-season",2018-06-07,758,0.087,692.054,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865828",284,"white","Local","b","",NA,"","mid-season",2018-07-05,814,0.087,743.182,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865828",284,"white","Local","b",",",NA,"","mid-season",2018-08-02,862,0.09,784.42,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865828",284,"white","Local","b","",NA,"","mid-season",2018-08-31,886,0.09,806.26,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865828",284,"white","Local","b","",NA,"","off-study",2018-09-28,884,0.07,822.12,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865856",312,"white","Local","b","",NA,"","on",2018-05-10,692,0.07,643.56,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865856",312,"white","Local","b",",",NA,"","mid-season",2018-06-07,814,0.087,743.182,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865856",312,"white","Local","b","",NA,"","mid-season",2018-07-05,870,0.087,794.31,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865856",312,"white","Local","b",",",NA,"","mid-season",2018-08-02,920,0.09,837.2,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865856",312,"white","Local","b","",NA,"","mid-season",2018-08-31,930,0.09,846.3,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865856",312,"white","Local","b","",NA,"","off-study",2018-09-28,974,0.07,905.82,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865875",331,"white","Local","bwf","",NA,"","on",2018-05-10,716,0.07,665.88,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865875",331,"white","Local","bwf",",",NA,"","mid-season",2018-06-07,832,0.087,759.616,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865875",331,"white","Local","bwf","",NA,"","mid-season",2018-07-05,892,0.087,814.396,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865875",331,"white","Local","bwf",",",NA,"","mid-season",2018-08-02,948,0.09,862.68,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865875",331,"white","Local","bwf","",NA,"","mid-season",2018-08-31,978,0.09,889.98,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865875",331,"white","Local","bwf","",NA,"","off-study",2018-09-28,926,0.07,861.18,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865883",339,"white","Local","bbr","",NA,"","on",2018-05-10,742,0.07,690.06,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865883",339,"white","Local","bbr",",",NA,"","mid-season",2018-06-07,844,0.087,770.572,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865883",339,"white","Local","bbr","",NA,"","mid-season",2018-07-05,922,0.087,841.786,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865883",339,"white","Local","bbr",",",NA,"","mid-season",2018-08-02,950,0.09,864.5,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865883",339,"white","Local","bbr","",NA,"","mid-season",2018-08-31,980,0.09,891.8,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865883",339,"white","Local","bbr","",NA,"","off-study",2018-09-28,964,0.07,896.52,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865955",400,"yellow","Local","bbr","right eye LA200 / abcess on right cheek",NA,"","on",2018-05-10,578,0.07,537.54,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865955",400,"yellow","Local","bbr",",",NA,"","mid-season",2018-06-07,752,0.087,686.576,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865955",400,"yellow","Local","bbr","",NA,"","mid-season",2018-07-05,822,0.087,750.486,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865955",400,"yellow","Local","bbr",",",NA,"","mid-season",2018-08-02,892,0.09,811.72,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865955",400,"yellow","Local","bbr","",NA,"","mid-season",2018-08-31,908,0.09,826.28,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151865955",400,"yellow","Local","bbr","",NA,"","off-study",2018-09-28,908,0.07,844.44,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866004",449,"yellow","Local","b","",NA,"","on",2018-05-10,626,0.07,582.18,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866004",449,"yellow","Local","b",",",NA,"","mid-season",2018-06-07,764,0.087,697.532,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866004",449,"yellow","Local","b","",NA,"","mid-season",2018-07-05,850,0.087,776.05,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866004",449,"yellow","Local","b",",",NA,"","mid-season",2018-08-02,894,0.09,813.54,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866004",449,"yellow","Local","b","",NA,"","mid-season",2018-08-31,926,0.09,842.66,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866004",449,"yellow","Local","b","",NA,"","off-study",2018-09-28,920,0.07,855.6,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866089",534,"yellow","Local","bwf","",NA,"","on",2018-05-10,656,0.07,610.08,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866089",534,"yellow","Local","bwf",",",NA,"","mid-season",2018-06-07,784,0.087,715.792,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866089",534,"yellow","Local","bwf","",NA,"","mid-season",2018-07-05,828,0.087,755.964,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866089",534,"yellow","Local","bwf",",",NA,"","mid-season",2018-08-02,886,0.09,806.26,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866089",534,"yellow","Local","bwf","",NA,"","mid-season",2018-08-31,900,0.09,819,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866089",534,"yellow","Local","bwf","",NA,"","off-study",2018-09-28,902,0.07,838.86,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866095",540,"yellow","Local","char","",NA,"","on",2018-05-10,610,0.07,567.3,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866095",540,"yellow","Local","char",",",NA,"","mid-season",2018-06-07,744,0.087,679.272,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866095",540,"yellow","Local","char","",NA,"","mid-season",2018-07-05,822,0.087,750.486,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866095",540,"yellow","Local","char",",",NA,"","mid-season",2018-08-02,882,0.09,802.62,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866095",540,"yellow","Local","char","",NA,"","mid-season",2018-08-31,902,0.09,820.82,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866095",540,"yellow","Local","char","",NA,"","off-study",2018-09-28,892,0.07,829.56,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866157",602,"yellow","Local","rwf","",NA,"","on",2018-05-10,600,0.07,558,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866157",602,"yellow","Local","rwf",",",NA,"","mid-season",2018-06-07,710,0.087,648.23,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866157",602,"yellow","Local","rwf","",NA,"","mid-season",2018-07-05,788,0.087,719.444,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866157",602,"yellow","Local","rwf",",",NA,"","mid-season",2018-08-02,858,0.09,780.78,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866157",602,"yellow","Local","rwf","872 on palm, changed accordingly",NA,"","mid-season",2018-08-31,873,0.09,794.43,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866157",602,"yellow","Local","rwf","",NA,"","off-study",2018-09-28,864,0.07,803.52,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866173",618,"yellow","Local","b","",NA,"","on",2018-05-10,576,0.07,535.68,"Yes","outlier"
2018,"23E","LTGI_HVY","35","840003151866173",618,"yellow","Local","b",",",NA,"","mid-season",2018-06-07,720,0.087,657.36,"Yes","outlier"
2018,"23E","LTGI_HVY","35","840003151866173",618,"yellow","Local","b","",NA,"","mid-season",2018-07-05,796,0.087,726.748,"Yes","outlier"
2018,"23E","LTGI_HVY","35","840003151866173",618,"yellow","Local","b",",",NA,"","mid-season",2018-08-02,874,0.09,795.34,"Yes","outlier"
2018,"23E","LTGI_HVY","35","840003151866173",618,"yellow","Local","b","",NA,"","mid-season",2018-08-31,872,0.09,793.52,"Yes","outlier"
2018,"23E","LTGI_HVY","35","840003151866173",618,"yellow","Local","b","",NA,"","off-study",2018-09-28,912,0.07,848.16,"Yes","outlier"
2018,"23E","LTGI_HVY","35","840003151866180",625,"yellow","Local","b","",NA,"","on",2018-05-10,614,0.07,571.02,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866180",625,"yellow","Local","b",",",NA,"","mid-season",2018-06-07,732,0.087,668.316,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866180",625,"yellow","Local","b","",NA,"","mid-season",2018-07-05,774,0.087,706.662,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866180",625,"yellow","Local","b",",",NA,"","mid-season",2018-08-02,842,0.09,766.22,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866180",625,"yellow","Local","b","",NA,"","mid-season",2018-08-31,862,0.09,784.42,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866180",625,"yellow","Local","b","",NA,"","off-study",2018-09-28,824,0.07,766.32,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866185",630,"yellow","Local","char","",NA,"","on",2018-05-10,620,0.07,576.6,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866185",630,"yellow","Local","char",",",NA,"","mid-season",2018-06-07,756,0.087,690.228,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866185",630,"yellow","Local","char","",NA,"","mid-season",2018-07-05,804,0.087,734.052,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866185",630,"yellow","Local","char",",",NA,"","mid-season",2018-08-02,892,0.09,811.72,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866185",630,"yellow","Local","char","",NA,"","mid-season",2018-08-31,890,0.09,809.9,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866185",630,"yellow","Local","char","",NA,"","off-study",2018-09-28,906,0.07,842.58,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866195",640,"yellow","Local","h","",NA,"","on",2018-05-10,566,0.07,526.38,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866195",640,"yellow","Local","h",",",NA,"","mid-season",2018-06-07,710,0.087,648.23,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866195",640,"yellow","Local","h","",NA,"","mid-season",2018-07-05,772,0.087,704.836,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866195",640,"yellow","Local","h",",",NA,"","mid-season",2018-08-02,830,0.09,755.3,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866195",640,"yellow","Local","h","",NA,"","mid-season",2018-08-31,836,0.09,760.76,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866195",640,"yellow","Local","h","",NA,"","off-study",2018-09-28,864,0.07,803.52,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866229",663,"green","Local","b","all natural",NA,"","on",2018-05-10,696,0.07,647.28,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866229",663,"green","Local","b",",",NA,"","mid-season",2018-06-07,820,0.087,748.66,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866229",663,"green","Local","b","",NA,"","mid-season",2018-07-05,882,0.087,805.266,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866229",663,"green","Local","b",",",NA,"","mid-season",2018-08-02,958,0.09,871.78,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866229",663,"green","Local","b","",NA,"","mid-season",2018-08-31,946,0.09,860.86,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866229",663,"green","Local","b","",NA,"","off-study",2018-09-28,916,0.07,851.88,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866231",665,"green","Local","b","",NA,"","on",2018-05-10,606,0.07,563.58,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866231",665,"green","Local","b",",",NA,"","mid-season",2018-06-07,728,0.087,664.664,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866231",665,"green","Local","b","",NA,"","mid-season",2018-07-05,762,0.087,695.706,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866231",665,"green","Local","b",",",NA,"","mid-season",2018-08-02,802,0.09,729.82,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866231",665,"green","Local","b","",NA,"","mid-season",2018-08-31,820,0.09,746.2,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866231",665,"green","Local","b","",NA,"","off-study",2018-09-28,832,0.07,773.76,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866246",680,"green","Local","b","all natural",NA,"","on",2018-05-10,644,0.07,598.92,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866246",680,"green","Local","b",",",NA,"","mid-season",2018-06-07,720,0.087,657.36,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866246",680,"green","Local","b","",NA,"","mid-season",2018-07-05,786,0.087,717.618,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866246",680,"green","Local","b",",",NA,"","mid-season",2018-08-02,824,0.09,749.84,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866246",680,"green","Local","b","",NA,"","mid-season",2018-08-31,836,0.09,760.76,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866246",680,"green","Local","b","",NA,"","off-study",2018-09-28,854,0.07,794.22,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866260",694,"green","Local","b","",NA,"","on",2018-05-10,734,0.07,682.62,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866260",694,"green","Local","b",",",NA,"","mid-season",2018-06-07,850,0.087,776.05,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866260",694,"green","Local","b","",NA,"","mid-season",2018-07-05,898,0.087,819.874,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866260",694,"green","Local","b",",",NA,"","mid-season",2018-08-02,924,0.09,840.84,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866260",694,"green","Local","b","",NA,"","mid-season",2018-08-31,934,0.09,849.94,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866260",694,"green","Local","b","",NA,"","off-study",2018-09-28,956,0.07,889.08,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866272",706,"green","Local","b","",NA,"","on",2018-05-10,552,0.07,513.36,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866272",706,"green","Local","b",",",NA,"","mid-season",2018-06-07,666,0.087,608.058,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866272",706,"green","Local","b","",NA,"","mid-season",2018-07-05,714,0.087,651.882,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866272",706,"green","Local","b",",",NA,"","mid-season",2018-08-02,760,0.09,691.6,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866272",706,"green","Local","b","",NA,"","mid-season",2018-08-31,770,0.09,700.7,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866272",706,"green","Local","b","",NA,"","off-study",2018-09-28,764,0.07,710.52,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866330",764,"green","Local","b","",NA,"","on",2018-05-10,602,0.07,559.86,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866330",764,"green","Local","b",",",NA,"","mid-season",2018-06-07,684,0.087,624.492,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866330",764,"green","Local","b","",NA,"","mid-season",2018-07-05,726,0.087,662.838,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866330",764,"green","Local","b",",",NA,"","mid-season",2018-08-02,784,0.09,713.44,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866330",764,"green","Local","b","",NA,"","mid-season",2018-08-31,772,0.09,702.52,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866330",764,"green","Local","b","",NA,"","off-study",2018-09-28,768,0.07,714.24,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866343",777,"green","Local","b","",NA,"","on",2018-05-10,634,0.07,589.62,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866343",777,"green","Local","b",",",NA,"","mid-season",2018-06-07,720,0.087,657.36,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866343",777,"green","Local","b","",NA,"","mid-season",2018-07-05,750,0.087,684.75,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866343",777,"green","Local","b",",",NA,"","mid-season",2018-08-02,788,0.09,717.08,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866343",777,"green","Local","b","",NA,"","mid-season",2018-08-31,804,0.09,731.64,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866343",777,"green","Local","b","",NA,"","off-study",2018-09-28,784,0.07,729.12,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866361",795,"green","Local","b","all natural",NA,"","on",2018-05-10,636,0.07,591.48,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866361",795,"green","Local","b",",",NA,"","mid-season",2018-06-07,722,0.087,659.186,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866361",795,"green","Local","b","",NA,"","mid-season",2018-07-05,778,0.087,710.314,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866361",795,"green","Local","b",",",NA,"","mid-season",2018-08-02,836,0.09,760.76,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866361",795,"green","Local","b","",NA,"","mid-season",2018-08-31,838,0.09,762.58,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866361",795,"green","Local","b","",NA,"","off-study",2018-09-28,844,0.07,784.92,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866442",876,"green","Local","b","all natural",NA,"","on",2018-05-10,712,0.07,662.16,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866442",876,"green","Local","b",",",NA,"","mid-season",2018-06-07,842,0.087,768.746,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866442",876,"green","Local","b","",NA,"","mid-season",2018-07-05,884,0.087,807.092,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866442",876,"green","Local","b",",",NA,"","mid-season",2018-08-02,918,0.09,835.38,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866442",876,"green","Local","b","",NA,"","mid-season",2018-08-31,948,0.09,862.68,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866442",876,"green","Local","b","",NA,"","off-study",2018-09-28,922,0.07,857.46,"Yes","good"
2018,"23E","LTGI_HVY","35","840003151866457",891,"green","Local","b","",NA,"","on",2018-05-10,684,0.07,636.12,"Yes","good"
