index,model,numb_vars,formula,xv,R2,R2_adj,AIC,rmse_kg_mean,rmse_kg_sd,mpe,rmse_pct_mean,rmse_pct_sd,rmse_pct_max,mae_kg_mean,mae_kg_sd,mae_orig_mean,mae_orig_sd,rmse_orig_mean,rmse_orig_sd,rmse_orig_pct_mean,rmse_orig_pct_sd,rmse_kg_low_mean,rmse_pct_low_mean,mpe_low,mae_kg_max,mae_pct_mean,mae_pct_sd,mae_pct_max
251,Temporal,3,np.log(Biomass_kg_ha) ~ swir1 + bai_136 + bai_346 + swir1:bai_136 + swir1:bai_346 + bai_136:bai_346,simp,0.5535,0.5523,1894.1066,364.0516,111.1,0.0879,0.4087,0.0789,0.5415,260.3677,74.4102,0.2982,0.0649,0.3787,0.0886,0.0572,0.015,262.7002,0.5179,0.4076,387.8044,0.2947,0.0583,0.4139
252,Temporal,3,np.log(Biomass_kg_ha) ~ swir1 + bai_146 + bai_236 + swir1:bai_146 + swir1:bai_236 + bai_146:bai_236,simp,0.5688,0.5676,1814.3411,362.6762,121.5132,0.0832,0.4059,0.0916,0.583,258.4673,83.1774,0.2924,0.0678,0.3716,0.0948,0.0561,0.0157,244.8587,0.4849,0.384,411.4158,0.2909,0.0657,0.4234
253,Temporal,3,np.log(Biomass_kg_ha) ~ swir1 + bai_236 + bai_246 + swir1:bai_236 + swir1:bai_246 + bai_236:bai_246,simp,0.5664,0.5653,1826.7832,364.6359,120.708,0.0842,0.4083,0.0919,0.5858,259.7893,83.1974,0.2935,0.0683,0.373,0.0951,0.0563,0.0158,246.6635,0.4883,0.3874,409.776,0.2924,0.0664,0.4278
254,Temporal,3,np.log(Biomass_kg_ha) ~ swir1 + bai_236 + bai_346 + swir1:bai_236 + swir1:bai_346 + bai_236:bai_346,simp,0.5632,0.562,1843.713,366.3952,116.0279,0.0867,0.4112,0.091,0.5965,260.8382,78.9599,0.2951,0.0664,0.3751,0.0942,0.0567,0.0157,251.8613,0.4985,0.3939,401.1313,0.2943,0.0649,0.4273
255,Temporal,3,np.log(Biomass_kg_ha) ~ swir2 + bai_126 + bai_136 + swir2:bai_126 + swir2:bai_136 + bai_126:bai_136,simp,0.6384,0.6374,1410.8797,331.7787,105.0182,0.0651,0.37,0.0601,0.4527,233.6887,66.1345,0.2663,0.0513,0.3406,0.0709,0.0515,0.0122,234.8802,0.4603,0.3428,344.173,0.2634,0.0428,0.3356
256,Temporal,3,np.log(Biomass_kg_ha) ~ swir2 + bai_126 + bai_236 + swir2:bai_126 + swir2:bai_236 + bai_126:bai_236,simp,0.6465,0.6456,1358.5335,333.6967,117.5074,0.0664,0.3695,0.066,0.4608,236.1455,78.7824,0.2659,0.0542,0.3394,0.0745,0.0513,0.0125,228.254,0.4476,0.3382,397.4427,0.2642,0.0494,0.3392
257,Temporal,3,np.log(Biomass_kg_ha) ~ swir2 + bai_126 + bai_246 + swir2:bai_126 + swir2:bai_246 + bai_126:bai_246,simp,0.6465,0.6456,1358.457,326.7185,107.5403,0.0584,0.3647,0.0667,0.456,229.9866,67.0008,0.263,0.0557,0.3362,0.0763,0.0508,0.013,223.3934,0.439,0.3246,346.0619,0.2598,0.0483,0.3402
258,Temporal,3,np.log(Biomass_kg_ha) ~ swir2 + bai_126 + bai_346 + swir2:bai_126 + swir2:bai_346 + bai_126:bai_346,simp,0.6481,0.6472,1348.0269,326.8135,107.5426,0.0584,0.3646,0.0667,0.4561,229.9377,66.1642,0.2627,0.0544,0.3362,0.0756,0.0508,0.0129,225.6916,0.4433,0.3237,342.9935,0.2596,0.047,0.3432
259,Temporal,3,np.log(Biomass_kg_ha) ~ swir2 + bai_136 + bai_146 + swir2:bai_136 + swir2:bai_146 + bai_136:bai_146,simp,0.6373,0.6364,1417.3129,333.3719,106.1124,0.065,0.3719,0.063,0.4595,234.2484,67.5611,0.2665,0.0542,0.3411,0.0733,0.0515,0.0125,234.8525,0.4602,0.3458,350.7706,0.2642,0.046,0.3402
260,Temporal,3,np.log(Biomass_kg_ha) ~ swir2 + bai_136 + bai_246 + swir2:bai_136 + swir2:bai_246 + bai_136:bai_246,simp,0.6373,0.6364,1417.4432,333.6664,106.4766,0.0651,0.3722,0.0632,0.4597,234.4212,67.9254,0.2666,0.0544,0.3412,0.0735,0.0516,0.0125,234.8686,0.4602,0.3462,352.9556,0.2643,0.0463,0.3403
261,Temporal,3,np.log(Biomass_kg_ha) ~ swir2 + bai_136 + bai_346 + swir2:bai_136 + swir2:bai_346 + bai_136:bai_346,simp,0.6393,0.6383,1405.1079,333.0987,106.7218,0.0658,0.3713,0.0625,0.4572,234.1529,68.1846,0.266,0.0535,0.3405,0.0729,0.0514,0.0124,235.1188,0.4606,0.3447,354.9272,0.2638,0.0455,0.3388
262,Temporal,3,np.log(Biomass_kg_ha) ~ swir2 + bai_146 + bai_236 + swir2:bai_146 + swir2:bai_236 + bai_146:bai_236,simp,0.6473,0.6464,1353.506,335.5518,117.9232,0.0648,0.372,0.0691,0.474,237.1622,80.6234,0.2648,0.0559,0.3375,0.0779,0.051,0.0129,221.4929,0.4354,0.3302,391.0398,0.265,0.0522,0.3413
263,Temporal,3,np.log(Biomass_kg_ha) ~ swir2 + bai_236 + bai_246 + swir2:bai_236 + swir2:bai_246 + bai_236:bai_246,simp,0.6462,0.6453,1360.7699,336.5123,117.3376,0.0653,0.3732,0.0691,0.4752,237.7885,80.8326,0.2653,0.0564,0.3381,0.0783,0.051,0.013,222.3123,0.4369,0.3318,392.9319,0.2657,0.0527,0.344
264,Temporal,3,np.log(Biomass_kg_ha) ~ swir2 + bai_236 + bai_346 + swir2:bai_236 + swir2:bai_346 + bai_236:bai_346,simp,0.6458,0.6449,1363.2831,336.013,112.7326,0.0663,0.3734,0.0667,0.4805,237.1939,76.9098,0.2651,0.0546,0.3383,0.0771,0.0511,0.0128,224.667,0.4416,0.3339,375.6509,0.2655,0.0503,0.3429
265,Temporal,3,np.log(Biomass_kg_ha) ~ bai_126 + bai_136 + bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,simp,0.1911,0.189,3255.9236,473.9688,162.9254,0.1582,0.5271,0.0865,0.657,360.1095,104.1776,0.432,0.089,0.532,0.103,0.0802,0.017,301.7315,0.6019,0.5967,586.3248,0.4104,0.0877,0.5968
266,Temporal,3,np.log(Biomass_kg_ha) ~ bai_126 + bai_136 + bai_346 + bai_126:bai_136 + bai_126:bai_346 + bai_136:bai_346,simp,0.1961,0.194,3241.6804,472.6925,159.3885,0.1589,0.5257,0.0813,0.6478,358.7381,101.8874,0.4296,0.0853,0.5296,0.0984,0.0799,0.0164,305.1765,0.6078,0.6003,572.3735,0.4085,0.0833,0.5864
267,Temporal,3,np.log(Biomass_kg_ha) ~ bai_126 + bai_236 + bai_246 + bai_126:bai_236 + bai_126:bai_246 + bai_236:bai_246,simp,0.1883,0.1862,3263.9171,475.7024,163.249,0.1593,0.5289,0.085,0.6556,361.3921,104.0708,0.4331,0.0877,0.5335,0.1017,0.0805,0.0168,304.1026,0.6062,0.6015,588.0122,0.4116,0.0861,0.5928
268,Temporal,3,np.log(Biomass_kg_ha) ~ bai_126 + bai_236 + bai_346 + bai_126:bai_236 + bai_126:bai_346 + bai_236:bai_346,simp,0.195,0.1929,3244.8701,474.4677,159.8083,0.1596,0.5274,0.0794,0.6436,359.8138,101.5764,0.4304,0.0837,0.5309,0.0969,0.0801,0.0161,307.5174,0.612,0.6046,572.2853,0.4095,0.0813,0.5813
269,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndvi + ndti + satvi + dfi:ndvi + dfi:ndti + dfi:satvi + ndvi:ndti + ndvi:satvi + ndti:satvi,simp,0.6462,0.6447,1368.4881,343.7447,130.7897,0.0797,0.373,0.0609,0.4484,240.0062,86.3703,0.2647,0.0432,0.3391,0.0581,0.051,0.009,236.5392,0.4608,0.3407,388.0803,0.2627,0.0401,0.3221
270,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndvi + ndti + nir + dfi:ndvi + dfi:ndti + dfi:nir + ndvi:ndti + ndvi:nir + ndti:nir,simp,0.6668,0.6653,1231.1602,388.2253,230.8545,0.0886,0.4113,0.1565,0.8196,269.5796,158.565,0.2763,0.0761,0.3533,0.0966,0.0531,0.0142,236.3503,0.4601,0.3246,677.368,0.2881,0.1084,0.578
271,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndvi + ndti + swir1 + dfi:ndvi + dfi:ndti + dfi:swir1 + ndvi:ndti + ndvi:swir1 + ndti:swir1,simp,0.6913,0.6899,1056.3575,340.4765,140.0159,0.0718,0.3731,0.0928,0.5295,232.1771,92.3733,0.2513,0.0558,0.3248,0.0822,0.049,0.0131,214.8726,0.4234,0.3121,438.3485,0.2567,0.0623,0.3741
272,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndvi + ndti + bai_126 + dfi:ndvi + dfi:ndti + dfi:bai_126 + ndvi:ndti + ndvi:bai_126 + ndti:bai_126,simp,0.6446,0.643,1379.008,349.7681,138.9739,0.073,0.3792,0.0687,0.49,246.9533,96.251,0.2703,0.0502,0.3461,0.0645,0.052,0.0098,238.0705,0.4625,0.3357,418.2944,0.2693,0.0481,0.3538
273,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndvi + ndti + bai_136 + dfi:ndvi + dfi:ndti + dfi:bai_136 + ndvi:ndti + ndvi:bai_136 + ndti:bai_136,simp,0.6478,0.6463,1358.1808,399.3694,244.5778,0.0858,0.4201,0.1636,0.8713,266.8215,141.2176,0.2763,0.0601,0.3536,0.0759,0.0531,0.0109,237.7448,0.4616,0.3356,614.5516,0.2854,0.0882,0.5244
274,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndvi + satvi + nir + dfi:ndvi + dfi:satvi + dfi:nir + ndvi:satvi + ndvi:nir + satvi:nir,simp,0.6954,0.6941,1025.4132,325.9854,121.5393,0.0663,0.3582,0.0759,0.494,225.2059,82.4872,0.2473,0.054,0.3181,0.0771,0.048,0.0124,214.6585,0.4213,0.3029,399.179,0.2495,0.0541,0.3406
275,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndvi + satvi + swir1 + dfi:ndvi + dfi:satvi + dfi:swir1 + ndvi:satvi + ndvi:swir1 + satvi:swir1,simp,0.6871,0.6858,1086.8918,323.3266,110.3755,0.0665,0.3573,0.0689,0.4953,225.1479,75.7684,0.2505,0.0513,0.3214,0.0734,0.0485,0.0118,220.8204,0.4328,0.3157,350.5598,0.2499,0.047,0.3305
276,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndvi + satvi + swir2 + dfi:ndvi + dfi:satvi + dfi:swir2 + ndvi:satvi + ndvi:swir2 + satvi:swir2,simp,0.6899,0.6886,1066.2194,318.8395,106.6017,0.0658,0.3526,0.0608,0.454,223.0572,72.2071,0.25,0.0505,0.3203,0.0705,0.0483,0.0115,217.1458,0.4245,0.3144,341.5304,0.2481,0.044,0.318
277,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndvi + satvi + bai_126 + dfi:ndvi + dfi:satvi + dfi:bai_126 + ndvi:satvi + ndvi:bai_126 + satvi:bai_126,simp,0.6719,0.6705,1195.8401,322.9069,113.2453,0.0689,0.3569,0.0698,0.4656,227.1775,74.0742,0.2547,0.0493,0.3257,0.0695,0.0491,0.0113,222.7497,0.4367,0.3196,370.9172,0.2524,0.0439,0.3131
278,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndvi + nir + swir1 + dfi:ndvi + dfi:nir + dfi:swir1 + ndvi:nir + ndvi:swir1 + nir:swir1,simp,0.6709,0.6695,1202.7285,358.8509,168.2437,0.0726,0.3894,0.1068,0.6305,249.5612,119.8588,0.2672,0.0666,0.3436,0.0886,0.0518,0.0139,227.8211,0.4459,0.3182,552.4227,0.2731,0.08,0.4714
279,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndvi + nir + swir2 + dfi:ndvi + dfi:nir + dfi:swir2 + ndvi:nir + ndvi:swir2 + nir:swir2,simp,0.6753,0.6738,1172.2646,355.1191,164.3777,0.0732,0.3853,0.1015,0.6117,248.2792,117.6713,0.2668,0.0664,0.3426,0.0875,0.0516,0.0137,226.7153,0.4431,0.318,541.6193,0.2718,0.0776,0.4622
280,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndvi + nir + bai_136 + dfi:ndvi + dfi:nir + dfi:bai_136 + ndvi:nir + ndvi:bai_136 + nir:bai_136,simp,0.6782,0.6767,1151.714,350.1612,150.2426,0.0736,0.3797,0.0929,0.5547,244.3359,109.5738,0.2611,0.0633,0.3338,0.0834,0.0502,0.0129,223.8173,0.4375,0.3181,504.5083,0.2667,0.0729,0.4305
281,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndvi + swir1 + bai_126 + dfi:ndvi + dfi:swir1 + dfi:bai_126 + ndvi:swir1 + ndvi:bai_126 + swir1:bai_126,simp,0.6689,0.6674,1216.9563,350.9699,146.7481,0.0695,0.3837,0.0903,0.556,244.1914,104.6089,0.266,0.0636,0.3419,0.0841,0.0516,0.0134,227.0374,0.4445,0.3206,501.1191,0.2693,0.069,0.4276
282,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndvi + swir1 + bai_136 + dfi:ndvi + dfi:swir1 + dfi:bai_136 + ndvi:swir1 + ndvi:bai_136 + swir1:bai_136,simp,0.6763,0.6748,1165.2167,341.1021,130.717,0.0738,0.3739,0.0783,0.4928,238.2033,95.45,0.2606,0.0582,0.3343,0.0779,0.0504,0.0123,227.2577,0.4447,0.3251,458.6123,0.2624,0.0606,0.3914
283,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndvi + swir2 + bai_126 + dfi:ndvi + dfi:swir2 + dfi:bai_126 + ndvi:swir2 + ndvi:bai_126 + swir2:bai_126,simp,0.6721,0.6707,1194.1854,343.4396,135.3532,0.0676,0.3764,0.0779,0.5016,240.6452,96.2973,0.2652,0.0619,0.3405,0.0816,0.0514,0.0132,225.7644,0.4412,0.3198,464.4213,0.2661,0.0614,0.3963
284,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndvi + swir2 + bai_136 + dfi:ndvi + dfi:swir2 + dfi:bai_136 + ndvi:swir2 + ndvi:bai_136 + swir2:bai_136,simp,0.6785,0.6771,1149.1085,337.2941,126.8465,0.0702,0.37,0.0707,0.4677,236.5391,90.9048,0.2605,0.0567,0.3338,0.0749,0.0503,0.012,225.4334,0.4402,0.3242,439.5113,0.2612,0.056,0.3751
285,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndvi + bai_126 + bai_136 + dfi:ndvi + dfi:bai_126 + dfi:bai_136 + ndvi:bai_126 + ndvi:bai_136 + bai_126:bai_136,simp,0.6487,0.6472,1352.4167,339.6023,129.9921,0.0632,0.37,0.0642,0.4857,238.6239,83.2306,0.2665,0.0442,0.3412,0.0576,0.0513,0.009,233.7718,0.455,0.3235,410.5155,0.2623,0.0378,0.3202
286,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + satvi + ndii7 + dfi:ndti + dfi:satvi + dfi:ndii7 + ndti:satvi + ndti:ndii7 + satvi:ndii7,simp,0.6719,0.6704,1196.1023,323.4985,109.716,0.0639,0.3574,0.0636,0.4636,223.5546,68.4754,0.2513,0.0483,0.3225,0.0658,0.0486,0.0108,217.2379,0.4242,0.3065,337.0138,0.2496,0.0424,0.3302
287,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + satvi + nir + dfi:ndti + dfi:satvi + dfi:nir + ndti:satvi + ndti:nir + satvi:nir,simp,0.6934,0.6921,1040.2511,335.4874,137.0357,0.0709,0.3664,0.0836,0.5302,230.0374,90.6597,0.2499,0.055,0.32,0.0747,0.0482,0.012,203.3938,0.3987,0.2964,440.6866,0.254,0.0593,0.3761
288,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + satvi + swir1 + dfi:ndti + dfi:satvi + dfi:swir1 + ndti:satvi + ndti:swir1 + satvi:swir1,simp,0.6852,0.6838,1101.1809,322.0811,108.7511,0.071,0.3567,0.068,0.4826,225.6698,76.9475,0.2521,0.0557,0.3232,0.0771,0.0487,0.0125,220.7535,0.4322,0.3202,352.5456,0.2508,0.0503,0.333
289,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + satvi + bai_126 + dfi:ndti + dfi:satvi + dfi:bai_126 + ndti:satvi + ndti:bai_126 + satvi:bai_126,simp,0.6715,0.67,1198.8732,323.8577,110.9579,0.0637,0.3581,0.0651,0.4437,227.5176,72.6266,0.255,0.0482,0.3245,0.067,0.0489,0.011,213.6072,0.4182,0.3063,367.2833,0.2532,0.0421,0.3096
290,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + satvi + bai_146 + dfi:ndti + dfi:satvi + dfi:bai_146 + ndti:satvi + ndti:bai_146 + satvi:bai_146,simp,0.6897,0.6884,1067.7861,326.5705,118.639,0.0657,0.3591,0.0684,0.454,223.8223,75.7089,0.2476,0.05,0.3177,0.0687,0.0479,0.0112,206.3451,0.4039,0.2965,377.5005,0.2491,0.048,0.3221
291,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + satvi + bai_246 + dfi:ndti + dfi:satvi + dfi:bai_246 + ndti:satvi + ndti:bai_246 + satvi:bai_246,simp,0.6913,0.6899,1056.2607,328.2777,123.296,0.0666,0.3599,0.0704,0.4587,223.8275,78.1022,0.2469,0.0498,0.3173,0.0684,0.0478,0.0111,205.9636,0.403,0.2955,387.4202,0.2486,0.0491,0.3306
292,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + satvi + bai_346 + dfi:ndti + dfi:satvi + dfi:bai_346 + ndti:satvi + ndti:bai_346 + satvi:bai_346,simp,0.6834,0.682,1113.8222,336.0204,127.7618,0.0699,0.3681,0.0745,0.4773,230.9089,84.321,0.2527,0.0528,0.3234,0.0714,0.0487,0.0115,212.2573,0.4148,0.3068,412.7338,0.2557,0.0536,0.3522
293,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + ndii7 + nir + dfi:ndti + dfi:ndii7 + dfi:nir + ndti:ndii7 + ndti:nir + ndii7:nir,simp,0.6689,0.6675,1216.5259,349.0581,155.5623,0.0712,0.3804,0.0957,0.578,245.3499,111.1317,0.2664,0.0649,0.3407,0.0854,0.0514,0.0136,219.3738,0.4302,0.3102,516.6103,0.2701,0.074,0.4409
294,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + ndii7 + swir1 + dfi:ndti + dfi:ndii7 + dfi:swir1 + ndti:ndii7 + ndti:swir1 + ndii7:swir1,simp,0.6735,0.672,1184.8276,336.3629,135.3908,0.0675,0.3696,0.0883,0.4955,235.5735,94.4776,0.2605,0.0634,0.3343,0.0872,0.0504,0.014,217.7833,0.4281,0.3042,446.588,0.2612,0.065,0.3811
295,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + ndii7 + bai_126 + dfi:ndti + dfi:ndii7 + dfi:bai_126 + ndti:ndii7 + ndti:bai_126 + ndii7:bai_126,simp,0.6474,0.6459,1360.7658,351.8969,139.829,0.0721,0.3833,0.0749,0.4908,249.9386,99.9933,0.2739,0.057,0.3479,0.0711,0.0524,0.0112,234.5309,0.4569,0.339,461.5264,0.2742,0.0576,0.3938
296,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + ndii7 + bai_136 + dfi:ndti + dfi:ndii7 + dfi:bai_136 + ndti:ndii7 + ndti:bai_136 + ndii7:bai_136,simp,0.6661,0.6646,1236.0874,317.7238,106.6807,0.065,0.3517,0.0536,0.4291,224.0589,64.352,0.2552,0.0385,0.3275,0.052,0.0494,0.009,219.3713,0.4285,0.3033,354.2857,0.2504,0.0298,0.2912
297,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + ndii7 + bai_236 + dfi:ndti + dfi:ndii7 + dfi:bai_236 + ndti:ndii7 + ndti:bai_236 + ndii7:bai_236,simp,0.6448,0.6433,1377.4616,329.9717,120.1822,0.0687,0.361,0.0564,0.4553,232.9941,75.4163,0.2627,0.0373,0.336,0.0495,0.0506,0.008,231.0659,0.4494,0.3206,389.4622,0.2573,0.0307,0.3075
298,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + nir + swir1 + dfi:ndti + dfi:nir + dfi:swir1 + ndti:nir + ndti:swir1 + nir:swir1,simp,0.6575,0.656,1294.2999,372.8424,196.8524,0.0763,0.4024,0.1305,0.7276,258.4924,137.0057,0.2743,0.0732,0.3518,0.0952,0.053,0.0149,223.3663,0.4383,0.3247,613.7938,0.2821,0.0947,0.5238
299,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + nir + bai_136 + dfi:ndti + dfi:nir + dfi:bai_136 + ndti:nir + ndti:bai_136 + nir:bai_136,simp,0.6725,0.671,1191.7407,379.6737,213.1581,0.0829,0.4054,0.1435,0.7918,261.6933,148.709,0.2696,0.0708,0.3428,0.0879,0.0515,0.0132,219.2673,0.4283,0.3145,663.987,0.2823,0.1036,0.5666
300,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + nir + bai_146 + dfi:ndti + dfi:nir + dfi:bai_146 + ndti:nir + ndti:bai_146 + nir:bai_146,simp,0.6712,0.6697,1200.9715,359.1432,172.261,0.0723,0.3884,0.1084,0.6326,251.3294,123.0223,0.2684,0.067,0.3434,0.0882,0.0517,0.0137,223.2779,0.4369,0.3167,555.777,0.2741,0.0819,0.4743
301,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + nir + bai_236 + dfi:ndti + dfi:nir + dfi:bai_236 + ndti:nir + ndti:bai_236 + nir:bai_236,simp,0.67,0.6685,1209.2224,369.6881,187.6472,0.0801,0.396,0.1189,0.6833,258.5625,134.9316,0.2703,0.0689,0.343,0.0857,0.0516,0.0128,229.5887,0.4469,0.3188,599.1433,0.2792,0.0899,0.5113
302,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + nir + bai_246 + dfi:ndti + dfi:nir + dfi:bai_246 + ndti:nir + ndti:bai_246 + nir:bai_246,simp,0.6716,0.6701,1197.9798,367.7969,190.018,0.0747,0.3958,0.1237,0.6969,256.2329,134.1785,0.2701,0.0703,0.3451,0.0911,0.052,0.014,225.2393,0.4403,0.3218,598.0944,0.278,0.0909,0.5104
303,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + nir + bai_346 + dfi:ndti + dfi:nir + dfi:bai_346 + ndti:nir + ndti:bai_346 + nir:bai_346,simp,0.6906,0.6893,1061.0597,354.2628,178.882,0.0751,0.3825,0.1163,0.6693,244.5024,125.7838,0.2588,0.0671,0.333,0.0892,0.0501,0.0138,216.7213,0.4251,0.3084,572.7819,0.2664,0.0859,0.4888
304,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + swir1 + bai_126 + dfi:ndti + dfi:swir1 + dfi:bai_126 + ndti:swir1 + ndti:bai_126 + swir1:bai_126,simp,0.6558,0.6543,1305.6934,368.3691,181.8045,0.0767,0.3998,0.1191,0.6846,255.3569,124.0991,0.2751,0.0713,0.3529,0.0942,0.0532,0.015,226.3197,0.4441,0.3286,574.4296,0.2807,0.0855,0.4902
305,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + swir1 + bai_136 + dfi:ndti + dfi:swir1 + dfi:bai_136 + ndti:swir1 + ndti:bai_136 + swir1:bai_136,simp,0.6659,0.6645,1237.0368,347.2033,133.6919,0.0805,0.3811,0.0803,0.5147,245.2787,100.1274,0.2692,0.0634,0.3429,0.0824,0.0517,0.0132,232.4037,0.4548,0.3361,484.5556,0.2707,0.0661,0.4135
306,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + swir1 + bai_146 + dfi:ndti + dfi:swir1 + dfi:bai_146 + ndti:swir1 + ndti:bai_146 + swir1:bai_146,simp,0.6704,0.669,1206.1385,352.0688,164.5994,0.0695,0.3831,0.1069,0.605,245.8208,116.0649,0.2659,0.0679,0.3408,0.0915,0.0514,0.0145,218.0654,0.4285,0.3077,526.6935,0.2698,0.0788,0.4495
307,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + swir1 + bai_236 + dfi:ndti + dfi:swir1 + dfi:bai_236 + ndti:swir1 + ndti:bai_236 + swir1:bai_236,simp,0.6914,0.69,1055.6351,322.4497,111.1544,0.0661,0.3567,0.0701,0.4891,222.839,76.6961,0.2477,0.053,0.3191,0.0749,0.0481,0.0122,213.1623,0.4188,0.3004,356.8945,0.2477,0.0494,0.3237
308,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + swir1 + bai_246 + dfi:ndti + dfi:swir1 + dfi:bai_246 + ndti:swir1 + ndti:bai_246 + swir1:bai_246,simp,0.6729,0.6714,1189.1468,350.7759,164.1649,0.0696,0.3815,0.1067,0.6018,244.8779,115.7125,0.2646,0.0673,0.3391,0.0909,0.0511,0.0143,217.2369,0.4268,0.3059,524.0591,0.2686,0.0785,0.4472
309,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + swir1 + bai_346 + dfi:ndti + dfi:swir1 + dfi:bai_346 + ndti:swir1 + ndti:bai_346 + swir1:bai_346,simp,0.6762,0.6748,1165.333,350.9688,165.1746,0.0699,0.3817,0.1086,0.6081,244.3851,116.2334,0.263,0.0664,0.3372,0.0905,0.0508,0.0142,217.3664,0.4275,0.3044,527.4622,0.268,0.0792,0.4501
310,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + bai_126 + bai_136 + dfi:ndti + dfi:bai_126 + dfi:bai_136 + ndti:bai_126 + ndti:bai_136 + bai_126:bai_136,simp,0.6474,0.6458,1360.9467,343.8354,131.2582,0.0695,0.374,0.0603,0.4808,242.513,87.4453,0.2684,0.044,0.3428,0.0568,0.0516,0.0089,231.5304,0.4501,0.3202,406.5467,0.2658,0.0389,0.3212
311,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + bai_126 + bai_236 + dfi:ndti + dfi:bai_126 + dfi:bai_236 + ndti:bai_126 + ndti:bai_236 + bai_126:bai_236,simp,0.6461,0.6446,1369.2414,345.1109,133.0439,0.0699,0.3749,0.062,0.4815,243.8145,89.6184,0.269,0.0451,0.3428,0.0581,0.0516,0.009,232.4653,0.4516,0.3247,406.2983,0.2668,0.0412,0.3315
312,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + bai_126 + bai_246 + dfi:ndti + dfi:bai_126 + dfi:bai_246 + ndti:bai_126 + ndti:bai_246 + bai_126:bai_246,simp,0.6481,0.6466,1356.041,376.2766,193.3761,0.0786,0.4002,0.1163,0.6775,266.3747,144.1635,0.2796,0.0691,0.3529,0.0777,0.053,0.0112,224.5651,0.4364,0.3288,617.9279,0.2849,0.0915,0.5273
313,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + bai_126 + bai_346 + dfi:ndti + dfi:bai_126 + dfi:bai_346 + ndti:bai_126 + ndti:bai_346 + bai_126:bai_346,simp,0.6516,0.65,1333.593,372.9471,186.2779,0.0795,0.3974,0.1102,0.6543,264.2185,139.8449,0.2775,0.0682,0.3505,0.0777,0.0526,0.0113,227.8501,0.4427,0.3286,603.5286,0.2829,0.0881,0.515
314,Temporal,4,np.log(Biomass_kg_ha) ~ dfi + ndti + bai_136 + bai_146 + dfi:ndti + dfi:bai_136 + dfi:bai_146 + ndti:bai_136 + ndti:bai_146 + bai_136:bai_146,simp,0.6568,0.6553,1298.7499,378.28,192.3457,0.0816,0.4036,0.1185,0.6918,266.0203,139.1551,0.2775,0.0681,0.3512,0.0819,0.0528,0.012,234.9585,0.4566,0.3332,610.8276,0.2859,0.0901,0.5213
