Pasture,General Ecosite,Plot,Transect , Distance,East-High,East-Low,East-Spp,West-High,West-Low,West-Spp,MeanLow,MeanHigh,,
8E,Plains,1,1,3,12,2,PASM,9,1,BOGR,1.5,10.5,,
8E,Plains,1,1,6,21,3,PASM,10,1,BOGR,2,15.5,,
8E,Plains,1,1,9,4,2,BOGR,9,1,BOGR,1.5,6.5,,
8E,Plains,1,1,12,16,3,BOGR,16,2,BOGR,2.5,16,,
8E,Plains,1,1,15,8,1,BOGR,8,4,BOGR,2.5,8,,
8E,Plains,1,1,18,6,3,BOGR,5,1,BOGR,2,5.5,,
8E,Plains,1,1,21,12,5,PASM,16,5,BOGR,5,14,,
8E,Plains,1,1,24,12,1,BOGR,6,2,BOGR,1.5,9,,
8E,Plains,1,2,3,21,1,PASM,24,3,PASM,2,22.5,,
8E,Plains,1,2,6,15,2,PASM,14,1,VUOC,1.5,14.5,,
8E,Plains,1,2,9,24,5,PASM,21,2,PASM,3.5,22.5,,
8E,Plains,1,2,12,10,2,BOGR,11,3,VUOC,2.5,10.5,,
8E,Plains,1,2,15,21,9,PASM,21,3,BOGR,6,21,,
8E,Plains,1,2,18,16,2,PASM,16,2,VUOC,2,16,,
8E,Plains,1,2,21,11,5,VUOC,22,1,VUOC,3,16.5,,
8E,Plains,1,2,24,6,1,VUOC,36,16,ATCA,8.5,21,,
8E,Plains,1,3,3,27,4,BOGR,6,2,OPPO,3,16.5,,
8E,Plains,1,3,6,5,2,BOGR,3,0,BARE,1,4,,
8E,Plains,1,3,9,25,4,BOGR,33,1,PASM,2.5,29,,
8E,Plains,1,3,12,21,3,PASM,22,2,BOGR,2.5,21.5,,
8E,Plains,1,3,15,10,2,BOGR,21,4,BOGR,3,15.5,,
8E,Plains,1,3,18,16,3,OPPO,36,5,PASM,4,26,,
8E,Plains,1,3,21,28,4,BOGR,16,9,SAIB,6.5,22,,
8E,Plains,1,3,24,8,0,BARE,7,4,BOGR,2,7.5,,
8E,Plains,1,4,3,32,5,OPPO,9,2,BOGR,3.5,20.5,,
8E,Plains,1,4,6,21,8,OPPO,11,6,OPPO,7,16,,
8E,Plains,1,4,9,18,9,SIHY,10,5,CRMI,7,14,,
8E,Plains,1,4,12,21,7,VUOC,10,3,VUOC,5,15.5,,
8E,Plains,1,4,15,20,6,PASM,31,14,PASM,10,25.5,,
8E,Plains,1,4,18,19,4,PASM,34,8,PASM,6,26.5,,
8E,Plains,1,4,21,37,5,VUOC,35,3,PASM,4,36,,
8E,Plains,1,4,24,22,2,PASM,31,7,PASM,4.5,26.5,,
8E,Plains,2,1,3,17,3,BOGR,7,1,OEAL,2,12,,
8E,Plains,2,1,6,23,7,PASM,30,5,PASM,6,26.5,,
8E,Plains,2,1,9,16,2,OPPO,25,6,PASM,4,20.5,,
8E,Plains,2,1,12,29,6,PASM,23,10,PASM,8,26,,
8E,Plains,2,1,15,26,17,VUOC,38,0,BARE,8.5,32,,
8E,Plains,2,1,18,18,9,CRMI,20,3,EREF,6,19,,
8E,Plains,2,1,21,27,6,BOGR,21,5,PASM,5.5,24,,
8E,Plains,2,1,24,25,4,PASM,33,7,PASM,5.5,29,,
8E,Plains,2,2,3,10,5,BOGR,7,4,BOGR,4.5,8.5,,
8E,Plains,2,2,6,21,3,BOGR,5,1,BOGR,2,13,,
8E,Plains,2,2,9,10,3,BOGR,11,3,VUOC,3,10.5,,
8E,Plains,2,2,12,19,5,BOGR,3,0,BARE,2.5,11,,
8E,Plains,2,2,15,34,4,BOGR,49,7,PASM,5.5,41.5,,
8E,Plains,2,2,18,20,8,OPPO,41,5,PASM,6.5,30.5,,
8E,Plains,2,2,21,13,2,OPPO,18,4,OPPO,3,15.5,,
8E,Plains,2,2,24,14,10,BOGR,10,7,OPPO,8.5,12,,
8E,Plains,2,3,3,21,9,PASM,16,5,BOGR,7,18.5,,
8E,Plains,2,3,6,29,0,BARE,9,7,OPPO,3.5,19,,
8E,Plains,2,3,9,6,0,BARE,11,1,BOGR,0.5,8.5,,
8E,Plains,2,3,12,19,7,OPPO,19,5,OPPO,6,19,,
8E,Plains,2,3,15,23,7,OPPO,14,3,BOGR,5,18.5,,
8E,Plains,2,3,18,16,3,PASM,10,2,EREF,2.5,13,,
8E,Plains,2,3,21,12,3,BOGR,9,3,BOGR,3,10.5,,
8E,Plains,2,3,24,27,0,BARE,18,5,IPLA,2.5,22.5,,
8E,Plains,2,4,3,9,0,BOGR,12,3,BOGR,1.5,10.5,,
8E,Plains,2,4,6,9,1,BOGR,7,2,BOGR,1.5,8,,
8E,Plains,2,4,9,11,5,OECO,17,3,BOGR,4,14,,
8E,Plains,2,4,12,4,2,BOGR,21,5,SIHY,3.5,12.5,,
8E,Plains,2,4,15,19,3,PASM,26,3,OPPO,3,22.5,,
8E,Plains,2,4,18,7,2,OPPO,9,2,BOGR,2,8,,
8E,Plains,2,4,21,15,2,BOGR,5,2,BOGR,2,10,,
8E,Plains,2,4,24,31,8,PASM,34,9,PASM,8.5,32.5,,
8E,Plains,3,1,3,25,5,VUOC,20,9,VUOC,7,22.5,,
8E,Plains,3,1,6,12,3,BOGR,8,3,VUOC,3,10,,
8E,Plains,3,1,9,10,9,OEAL,18,9,BOGR,9,14,,
8E,Plains,3,1,12,8,5,CRMI,14,13,CRMI,9,11,,
8E,Plains,3,1,15,12,8,VUOC,4,0,BARE,4,8,,
8E,Plains,3,1,18,18,8,SIHY,15,3,VUOC,5.5,16.5,,
8E,Plains,3,1,21,22,7,VUOC,14,7,VUOC,7,18,,
8E,Plains,3,1,24,10,8,CRMI,16,5,BOGR,6.5,13,,
8E,Plains,3,2,3,15,11,VUOC,13,10,VUOC,10.5,14,,
8E,Plains,3,2,6,10,4,VUOC,12,5,VUOC,4.5,11,,
8E,Plains,3,2,9,8,2,MATA,7,4,VUOC,3,7.5,,
8E,Plains,3,2,12,20,3,VUOC,13,2,VUOC,2.5,16.5,,
8E,Plains,3,2,15,18,7,BOGR,15,3,VUOC,5,16.5,,
8E,Plains,3,2,18,12,3,BOGR,26,5,VUOC,4,19,,
8E,Plains,3,2,21,13,11,VUOC,8,8,VUOC,9.5,10.5,,
8E,Plains,3,2,24,10,3,MATA,18,4,OPPO,3.5,14,,
8E,Plains,3,3,3,8,5,MATA,5,3,MATA,4,6.5,,
8E,Plains,3,3,6,16,5,BOGR,11,5,BOGR,5,13.5,,
8E,Plains,3,3,9,32,19,ATCA,16,9,VUOC,14,24,,
8E,Plains,3,3,12,34,30,ATCA,40,34,ATCA,32,37,,
8E,Plains,3,3,15,25,19,ATCA,34,22,ATCA,20.5,29.5,,
8E,Plains,3,3,18,9,3,BOGR,13,4,BOGR,3.5,11,,
8E,Plains,3,3,21,10,4,BOGR,23,17,SIHY,10.5,16.5,,
8E,Plains,3,3,24,10,8,CRMI,10,4,MATA,6,10,,
8E,Plains,3,4,3,14,5,BOGR,11,6,OPPO,5.5,12.5,,
8E,Plains,3,4,6,14,7,BOGR,11,5,BOGR,6,12.5,,
8E,Plains,3,4,9,14,8,BOGR,24,11,PASM,9.5,19,,
8E,Plains,3,4,12,12,5,BOGR,15,4,BOGR,4.5,13.5,,
8E,Plains,3,4,15,12,3,BOGR,12,4,BOGR,3.5,12,,
8E,Plains,3,4,18,18,2,BOGR,12,5,BOGR,3.5,15,,
8E,Plains,3,4,21,7,2,BOGR,7,2,BOGR,2,7,,
8E,Plains,3,4,24,7,3,BOGR,10,3,BOGR,3,8.5,,
8E,Plains,4,1,3,35,3,PASM,14,3,PASM,3,24.5,,
8E,Plains,4,1,6,30,11,PASM,33,1,PASM,6,31.5,,
8E,Plains,4,1,9,23,1,PASM,24,3,PASM,2,23.5,,
8E,Plains,4,1,12,24,9,ATCA,15,3,PASM,6,19.5,,
8E,Plains,4,1,15,22,3,PASM,18,5,PASM,4,20,,
8E,Plains,4,1,18,16,3,BOGR,28,5,PASM,4,22,,
8E,Plains,4,1,21,24,2,PASM,24,3,BOGR,2.5,24,,
8E,Plains,4,1,24,17,5,PASM,17,3,PASM,4,17,,
8E,Plains,4,2,3,13,3,BOGR,9,1,BOGR,2,11,,
8E,Plains,4,2,6,8,2,BOGR,12,5,CRMI,3.5,10,,
8E,Plains,4,2,9,14,5,BOGR,12,3,BOGR,4,13,,
8E,Plains,4,2,12,25,7,LARE,13,3,BOGR,5,19,,
8E,Plains,4,2,15,9,2,BOGR,8,3,BOGR,2.5,8.5,,
8E,Plains,4,2,18,15,3,PASM,16,5,PASM,4,15.5,,
8E,Plains,4,2,21,19,8,BOGR,23,9,PASM,8.5,21,,
8E,Plains,4,2,24,18,3,BOGR,23,5,CAEL,4,20.5,,
8E,Plains,4,3,3,3,1,BOGR,4,1,BOGR,1,3.5,,
8E,Plains,4,3,6,19,1,BOGR,31,7,PASM,4,25,,
8E,Plains,4,3,9,50,8,PASM,36,4,PASM,6,43,,
8E,Plains,4,3,12,24,2,LARE,16,5,CRMI,3.5,20,,
8E,Plains,4,3,15,23,8,PASM,38,7,BOGR,7.5,30.5,,
8E,Plains,4,3,18,24,7,PASM,22,5,PASM,6,23,,
8E,Plains,4,3,21,38,3,PASM,21,1,BOGR,2,29.5,,
8E,Plains,4,3,24,17,5,CRMI,12,3,BOGR,4,14.5,,
8E,Plains,4,4,3,16,2,OPPO,22,2,BOGR,2,19,,
8E,Plains,4,4,6,14,12,LA5T,20,2,BOGR,7,17,,
8E,Plains,4,4,9,36,34,SIHY,60,60,ATCA,47,48,,
8E,Plains,4,4,12,15,11,VUOC,24,16,PLPA,13.5,19.5,,
8E,Plains,4,4,15,32,10,CAEL,14,12,CAEL,11,23,,
8E,Plains,4,4,18,34,20,PASM,22,12,PASM,16,28,,
8E,Plains,4,4,21,34,12,PASM,62,20,ATCA,16,48,,
8E,Plains,4,4,24,23,15,PASM,12,6,PASM,10.5,17.5,,
17S,Plains,1,1,3,31,2,STCO,31,7,VUOC,4.5,31,,
17S,Plains,1,1,6,19,6,VUOC,19,11,VUOC,8.5,19,,
17S,Plains,1,1,9,17,7,VUOC,47,9,VUOC,8,32,,
17S,Plains,1,1,12,11,6,CRMI,11,8,VUOC,7,11,,
17S,Plains,1,1,15,14,6,OPPO,17,8,SPCR,7,15.5,,
17S,Plains,1,1,18,16,8,VUOC,19,8,VUOC,8,17.5,,
17S,Plains,1,1,21,10,7,VUOC,10,7,CRMI,7,10,,
17S,Plains,1,1,24,16,6,CRMI,27,12,CRMI,9,21.5,,
17S,Plains,1,2,3,31,15,VUOC,16,10,VUOC,12.5,23.5,,
17S,Plains,1,2,6,30,11,VUOC,30,3,VUOC,7,30,,
17S,Plains,1,2,9,46,25,PSTE,20,13,VUOC,19,33,,
17S,Plains,1,2,12,46,14,STCO,61,25,STCO,19.5,53.5,,
17S,Plains,1,2,15,54,7,STCO,58,27,STCO,17,56,,
17S,Plains,1,2,18,41,12,SIHY,46,11,STCO,11.5,43.5,,
17S,Plains,1,2,21,34,5,STCO,45,13,PASM,9,39.5,,
17S,Plains,1,2,24,54,7,PASM,56,13,STCO,10,55,,
17S,Plains,1,3,3,46,24,STCO,46,39,STCO,31.5,46,,
17S,Plains,1,3,6,46,5,BOGR,58,49,STCO,27,52,,
17S,Plains,1,3,9,34,12,STCO,52,31,STCO,21.5,43,,
17S,Plains,1,3,12,43,10,STCO,52,49,STCO,29.5,47.5,,
17S,Plains,1,3,15,48,27,STCO,44,39,STCO,33,46,,
17S,Plains,1,3,18,32,6,BOGR,54,49,STCO,27.5,43,,
17S,Plains,1,3,21,43,28,STCO,49,18,EREF,23,46,,
17S,Plains,1,3,24,36,14,PASM,14,6,VUOC,10,25,,
17S,Plains,1,4,3,15,8,VUOC,23,11,VUOC,9.5,19,,
17S,Plains,1,4,6,22,15,VUOC,15,9,VUOC,12,18.5,,
17S,Plains,1,4,9,8,0,VUOC,15,1,VUOC,0.5,11.5,,
17S,Plains,1,4,12,17,8,VUOC,15,9,VUOC,8.5,16,,
17S,Plains,1,4,15,13,8,VUOC,11,5,VUOC,6.5,12,,
17S,Plains,1,4,18,17,8,CRMI,19,7,VUOC,7.5,18,,
17S,Plains,1,4,21,15,4,VUOC,12,8,VUOC,6,13.5,,
17S,Plains,1,4,24,8,2,VUOC,13,6,VUOC,4,10.5,,
17S,Plains,2,1,3,30,11,STCO,40,16,STCO,13.5,35,,
17S,Plains,2,1,6,20,10,VUOC,14,10,VUOC,10,17,,
17S,Plains,2,1,9,12,6,VUOC,11,7,VUOC,6.5,11.5,,
17S,Plains,2,1,12,15,5,VUOC,10,6,VUOC,5.5,12.5,,
17S,Plains,2,1,15,12,4,VUOC,12,10,VUOC,7,12,,
17S,Plains,2,1,18,10,2,VUOC,14,9,CRMI,5.5,12,,
17S,Plains,2,1,21,18,11,VUOC,6,2,CRMI,6.5,12,,
17S,Plains,2,1,24,14,4,VUOC,18,10,VUOC,7,16,,
17S,Plains,2,2,3,23,9,CRMI,22,6,VUOC,7.5,22.5,,
17S,Plains,2,2,6,14,5,VUOC,23,5,VUOC,5,18.5,,
17S,Plains,2,2,9,22,12,VUOC,17,13,VUOC,12.5,19.5,,
17S,Plains,2,2,12,16,4,BOGR,17,7,VUOC,5.5,16.5,,
17S,Plains,2,2,15,19,1,OPPO,12,3,OPPO,2,15.5,,
17S,Plains,2,2,18,32,11,VUOC,48,9,VUOC,10,40,,
17S,Plains,2,2,21,13,5,BOGR,51,21,STCO,13,32,,
17S,Plains,2,2,24,33,12,VUOC,42,7,STCO,9.5,37.5,,
17S,Plains,2,3,3,28,4,VUOC,22,15,VUOC,9.5,25,,
17S,Plains,2,3,6,23,5,OPPO,20,4,OPPO,4.5,21.5,,
17S,Plains,2,3,9,26,2,OPPO,20,9,VUOC,5.5,23,,
17S,Plains,2,3,12,34,7,CRMI,20,11,CRMI,9,27,,
17S,Plains,2,3,15,15,2,VUOC,14,10,VUOC,6,14.5,,
17S,Plains,2,3,18,12,7,VUOC,12,4,VUOC,5.5,12,,
17S,Plains,2,3,21,18,11,VUOC,18,9,VUOC,10,18,,
17S,Plains,2,3,24,15,7,VUOC,32,12,SIHY,9.5,23.5,,
17S,Plains,2,4,3,14,5,VUOC,10,4,VUOC,4.5,12,,
17S,Plains,2,4,6,11,4,VUOC,35,7,VUOC,5.5,23,,
17S,Plains,2,4,9,10,3,VUOC,14,9,VUOC,6,12,,
17S,Plains,2,4,12,13,8,VUOC,19,9,VUOC,8.5,16,,
17S,Plains,2,4,15,9,7,VUOC,9,7,VUOC,7,9,,
17S,Plains,2,4,18,12,8,VUOC,12,9,VUOC,8.5,12,,
17S,Plains,2,4,21,15,7,VUOC,14,12,VUOC,9.5,14.5,,
17S,Plains,2,4,24,7,6,VUOC,17,7,VUOC,6.5,12,,
17S,Salt Flats,3,1,3,41,9,STCO,54,22,STCO,15.5,47.5,,
17S,Salt Flats,3,1,6,46,4,STCO,52,24,STCO,14,49,,
17S,Salt Flats,3,1,9,38,8,STCO,38,4,STCO,6,38,,
17S,Salt Flats,3,1,12,36,4,PASM,24,6,VUOC,5,30,,
17S,Salt Flats,3,1,15,40,9,PASM,24,4,PASM,6.5,32,,
17S,Salt Flats,3,1,18,34,5,PASM,32,2,BOGR,3.5,33,,
17S,Salt Flats,3,1,21,38,7,PASM,20,4,VUOC,5.5,29,,
17S,Salt Flats,3,1,24,32,4,PASM,34,9,PASM,6.5,33,,
17S,Salt Flats,3,2,3,22,0,SPAI,26,15,SPAI,7.5,24,,
17S,Salt Flats,3,2,6,24,12,SPAI,18,0,SPAI,6,21,,
17S,Salt Flats,3,2,9,26,14,SPAI,48,18,SPAI,16,37,,
17S,Salt Flats,3,2,12,31,5,SPAI,16,2,SPAI,3.5,23.5,,
17S,Salt Flats,3,2,15,50,23,PASM,42,17,STEV,20,46,,
17S,Salt Flats,3,2,18,42,11,POSE,50,19,POSE,15,46,,
17S,Salt Flats,3,2,21,29,10,CAPR,26,16,CAPR,13,27.5,,
17S,Salt Flats,3,2,24,31,18,PASM,29,13,CAPR,15.5,30,,
17S,Salt Flats,3,3,3,41,7,BOGR,54,1,STCO,4,47.5,,
17S,Salt Flats,3,3,6,10,2,OPPO,36,2,BOGR,2,23,,
17S,Salt Flats,3,3,9,28,13,VUOC,15,5,VUOC,9,21.5,,
17S,Salt Flats,3,3,12,7,3,OPPO,14,6,VUOC,4.5,10.5,,
17S,Salt Flats,3,3,15,18,7,PASM,19,5,PASM,6,18.5,,
17S,Salt Flats,3,3,18,20,8,SPAI,32,9,SPAI,8.5,26,,
17S,Salt Flats,3,3,21,25,9,SPAI,26,8,VUOC,8.5,25.5,,
17S,Salt Flats,3,3,24,20,7,SPAI,16,4,SPAI,5.5,18,,
17S,Salt Flats,3,4,3,51,13,POPR,39,9,POPR,11,45,,
17S,Salt Flats,3,4,6,52,9,POPR,41,7,SPAI,8,46.5,,
17S,Salt Flats,3,4,9,23,5,SPAI,26,5,SPAI,5,24.5,,
17S,Salt Flats,3,4,12,38,6,BOGR,43,9,POPR,7.5,40.5,,
17S,Salt Flats,3,4,15,41,8,CAPR,56,15,CAPR,11.5,48.5,,
17S,Salt Flats,3,4,18,41,13,CAPR,48,19,CAPR,16,44.5,,
17S,Salt Flats,3,4,21,40,18,CAPR,52,25,CAPR,21.5,46,,
17S,Salt Flats,3,4,24,46,14,PASM,46,20,CAPR,17,46,,
17S,Salt Flats,4,1,3,19,1,BOGR,30,7,SIHY,4,24.5,,
17S,Salt Flats,4,1,6,32,7,STCO,35,1,BOGR,4,33.5,,
17S,Salt Flats,4,1,9,40,3,STCO,50,7,STCO,5,45,,
17S,Salt Flats,4,1,12,46,9,STCO,51,8,STCO,8.5,48.5,,
17S,Salt Flats,4,1,15,49,9,STCO,53,2,STCO,5.5,51,,
17S,Salt Flats,4,1,18,29,3,PASM,13,6,VUOC,4.5,21,,
17S,Salt Flats,4,1,21,35,9,STCO,44,3,OPPO,6,39.5,,
17S,Salt Flats,4,1,24,38,5,SIHY,36,3,OPPO,4,37,,
17S,Salt Flats,4,2,3,26,7,PASM,17,6,SPAI,6.5,21.5,,
17S,Salt Flats,4,2,6,34,11,PASM,28,11,CICA,11,31,,
17S,Salt Flats,4,2,9,23,9,PASM,26,10,PASM,9.5,24.5,,
17S,Salt Flats,4,2,12,73,19,POPR,41,15,CAPR,17,57,,
17S,Salt Flats,4,2,15,51,8,STCO,35,11,CAPR,9.5,43,,
17S,Salt Flats,4,2,18,39,19,CAPR,43,20,CAPR,19.5,41,,
17S,Salt Flats,4,2,21,46,13,PASM,45,17,CAPR,15,45.5,,
17S,Salt Flats,4,2,24,42,11,CAPR,35,12,CAPR,11.5,38.5,,
17S,Salt Flats,4,3,3,19,6,SPAI,16,5,SPAI,5.5,17.5,,
17S,Salt Flats,4,3,6,25,10,SIHY,35,17,SPAI,13.5,30,,
17S,Salt Flats,4,3,9,26,19,PASM,31,14,PASM,16.5,28.5,,
17S,Salt Flats,4,3,12,28,9,PASM,32,16,PASM,12.5,30,,
17S,Salt Flats,4,3,15,23,8,SPAI,35,13,SPAI,10.5,29,,
17S,Salt Flats,4,3,18,27,10,SPAI,32,10,PASM,10,29.5,,
17S,Salt Flats,4,3,21,26,9,PASM,32,17,PASM,13,29,,
17S,Salt Flats,4,3,24,29,8,PASM,34,9,PASM,8.5,31.5,,
17S,Salt Flats,4,4,3,29,13,SPAI,31,10,SPAI,11.5,30,,
17S,Salt Flats,4,4,6,31,13,SPAI,34,8,SPAI,10.5,32.5,,
17S,Salt Flats,4,4,9,43,15,PASM,25,9,PASM,12,34,,
17S,Salt Flats,4,4,12,31,9,SPAI,25,6,SPAI,7.5,28,,
17S,Salt Flats,4,4,15,32,10,PASM,30,8,PASM,9,31,,
17S,Salt Flats,4,4,18,17,9,VUOC,23,0,VUOC,4.5,20,,
17S,Salt Flats,4,4,21,31,11,SPAI,23,4,SPAI,7.5,27,,
17S,Salt Flats,4,4,24,24,10,SPAI,23,3,PASM,6.5,23.5,,
17S,Plains,5,1,3,34,8,BOGR,23,5,BOGR,6.5,28.5,,
17S,Plains,5,1,6,25,7,OPPO,22,6,PLPA,6.5,23.5,,
17S,Plains,5,1,9,29,7,IPLA,22,7,OPPO,7,25.5,,
17S,Plains,5,1,12,21,4,VUOC,38,7,SIHY,5.5,29.5,,
17S,Plains,5,1,15,18,3,VUOC,13,7,VUOC,5,15.5,,
17S,Plains,5,1,18,14,2,BOGR,15,8,BOGR,5,14.5,,
17S,Plains,5,1,21,28,7,CAEL,15,9,EREF,8,21.5,,
17S,Plains,5,1,24,14,3,CAEL,10,5,VUOC,4,12,,
17S,Plains,5,2,3,34,3,SPCR,49,5,STCO,4,41.5,,
17S,Plains,5,2,6,42,17,STCO,28,11,VUOC,14,35,,
17S,Plains,5,2,9,51,15,STCO,54,9,VUOC,12,52.5,,
17S,Plains,5,2,12,72,44,STCO,52,17,STCO,30.5,62,,
17S,Plains,5,2,15,58,9,ARTE,28,5,BOGR,7,43,,
17S,Plains,5,2,18,68,22,STCO,67,52,STCO,37,67.5,,
17S,Plains,5,2,21,62,51,STCO,65,44,STCO,47.5,63.5,,
17S,Plains,5,2,24,65,31,STCO,64,14,STCO,22.5,64.5,,
17S,Plains,5,3,3,3,2,BOGR,4,2,OPPO,2,3.5,,
17S,Plains,5,3,6,8,4,BOGR,6,5,ARLO,4.5,7,,
17S,Plains,5,3,9,26,21,SIHY,23,10,ARLO,15.5,24.5,,
17S,Plains,5,3,12,21,12,ARLO,16,12,SIHY,12,18.5,,
17S,Plains,5,3,15,8,6,BUDA,11,5,BOGR,5.5,9.5,,
17S,Plains,5,3,18,16,12,ARLO,14,8,ARLO,10,15,,
17S,Plains,5,3,21,8,6,OPPO,14,12,ARLO,9,11,,
17S,Plains,5,3,24,16,14,SIHY,6,4,BOGR,9,11,,
17S,Plains,5,4,3,11,3,BOGR,8,3,BUDA,3,9.5,,
17S,Plains,5,4,6,12,4,BOGR,12,4,BOGR,4,12,,
17S,Plains,5,4,9,12,2,VUOC,18,7,VUOC,4.5,15,,
17S,Plains,5,4,12,16,3,VUOC,24,2,BOGR,2.5,20,,
17S,Plains,5,4,15,16,6,OPPO,14,6,OPPO,6,15,,
17S,Plains,5,4,18,11,7,BUDA,12,2,BOGR,4.5,11.5,,
17S,Plains,5,4,21,42,6,VUOC,18,2,BOGR,4,30,,
17S,Plains,5,4,24,16,8,VUOC,11,3,VUOC,5.5,13.5,,
17S,Plains,6,1,3,76,51,STCO,75,36,STCO,43.5,75.5,,
17S,Plains,6,1,6,73,43,STCO,81,43,STCO,43,77,,
17S,Plains,6,1,9,72,32,STCO,72,45,STCO,38.5,72,,
17S,Plains,6,1,12,64,49,STCO,71,53,STCO,51,67.5,,
17S,Plains,6,1,15,71,27,STCO,65,41,STCO,34,68,,
17S,Plains,6,1,18,72,29,STCO,66,39,STCO,34,69,,
17S,Plains,6,1,21,55,77,STCO,63,45,STCO,61,59,,
17S,Plains,6,1,24,72,32,STCO,72,56,STCO,44,72,,
17S,Plains,6,2,3,67,17,STCO,76,6,STCO,11.5,71.5,,
17S,Plains,6,2,6,53,24,STCO,71,20,STCO,22,62,,
17S,Plains,6,2,9,71,20,STCO,69,15,STCO,17.5,70,,
17S,Plains,6,2,12,33,12,PASM,37,12,STCO,12,35,,
17S,Plains,6,2,15,11,2,PASM,47,7,STCO,4.5,29,,
17S,Plains,6,2,18,35,4,PASM,30,3,IVAX,3.5,32.5,,
17S,Plains,6,2,21,22,6,EREF,14,5,BOGR,5.5,18,,
17S,Plains,6,2,24,47,13,ATCA,39,8,PASM,10.5,43,,
17S,Plains,6,3,3,70,20,STCO,81,8,STCO,14,75.5,,
17S,Plains,6,3,6,87,30,STCO,90,42,STCO,36,88.5,,
17S,Plains,6,3,9,83,10,STCO,82,60,STCO,35,82.5,,
17S,Plains,6,3,12,69,9,STCO,79,55,STCO,32,74,,
17S,Plains,6,3,15,57,4,BOGR,66,23,STCO,13.5,61.5,,
17S,Plains,6,3,18,20,4,BOGR,62,5,STCO,4.5,41,,
17S,Plains,6,3,21,49,4,STCO,71,27,STCO,15.5,60,,
17S,Plains,6,3,24,50,6,STCO,63,34,STCO,20,56.5,,
17S,Plains,6,4,3,56,6,STCO,46,10,STCO,8,51,,
17S,Plains,6,4,6,71,7,STCO,58,5,STCO,6,64.5,,
17S,Plains,6,4,9,65,13,STCO,65,11,STCO,12,65,,
17S,Plains,6,4,12,70,10,PASM,49,10,STCO,10,59.5,,
17S,Plains,6,4,15,52,30,ATCA,45,11,ATCA,20.5,48.5,,
17S,Plains,6,4,18,63,22,STCO,71,21,STCO,21.5,67,,
17S,Plains,6,4,21,54,13,STCO,63,29,STCO,21,58.5,,
17S,Plains,6,4,24,65,11,STCO,72,33,STCO,22,68.5,,
7NW,Plains,1,1,3,10,4,BOGR,29,5,BOGR,4.5,19.5,,
7NW,Plains,1,1,6,14,8,CRMI,14,4,CRMI,6,14,,
7NW,Plains,1,1,9,14,6,CRMI,22,7,CRMI,6.5,18,,
7NW,Plains,1,1,12,10,8,CRMI,12,7,CRMI,7.5,11,,
7NW,Plains,1,1,15,10,7,CRMI,10,8,CRMI,7.5,10,,
7NW,Plains,1,1,18,11,9,CRMI,11,10,CRMI,9.5,11,,
7NW,Plains,1,1,21,22,7,PASM,14,5,CRMI,6,18,,
7NW,Plains,1,1,24,19,9,CRMI,12,7,VUOC,8,15.5,,
7NW,Plains,1,2,3,12,6,BOGR,12,9,PASM,7.5,12,,
7NW,Plains,1,2,6,3,2,BOGR,8,3,BOGR,2.5,5.5,,
7NW,Plains,1,2,9,13,5,PASM,12,7,VUOC,6,12.5,,
7NW,Plains,1,2,12,20,9,PASM,8,6,BOGR,7.5,14,,
7NW,Plains,1,2,15,24,8,PASM,18,11,PASM,9.5,21,,
7NW,Plains,1,2,18,25,12,STCO,23,5,BOGR,8.5,24,,
7NW,Plains,1,2,21,21,12,SIHY,11,2,BOGR,7,16,,
7NW,Plains,1,2,24,24,6,BOGR,12,9,BOGR,7.5,18,,
7NW,Plains,1,3,3,12,4,PASM,20,9,CRMI,6.5,16,,
7NW,Plains,1,3,6,22,2,BOGR,13,9,LIIN,5.5,17.5,,
7NW,Plains,1,3,9,26,10,PASM,11,4,BOGR,7,18.5,,
7NW,Plains,1,3,12,16,3,PASM,30,3,PASM,3,23,,
7NW,Plains,1,3,15,32,3,PASM,26,9,PASM,6,29,,
7NW,Plains,1,3,18,28,6,PASM,25,10,BOGR,8,26.5,,
7NW,Plains,1,3,21,33,5,BOGR,22,4,BOGR,4.5,27.5,,
7NW,Plains,1,3,24,22,3,BOGR,16,5,BOGR,4,19,,
7NW,Plains,1,4,3,16,7,BOGR,16,4,BOGR,5.5,16,,
7NW,Plains,1,4,6,6,3,BOGR,12,6,BOGR,4.5,9,,
7NW,Plains,1,4,9,12,7,BOGR,23,3,BOGR,5,17.5,,
7NW,Plains,1,4,12,30,4,STCO,40,6,STCO,5,35,,
7NW,Plains,1,4,15,16,2,BOGR,18,4,BOGR,3,17,,
7NW,Plains,1,4,18,14,10,CRMI,9,6,CRMI,8,11.5,,
7NW,Plains,1,4,21,20,7,BOGR,15,2,EREF,4.5,17.5,,
7NW,Plains,1,4,24,14,5,BOGR,10,2,BOGR,3.5,12,,
7NW,Plains,2,1,3,30,2,STCO,41,9,STCO,5.5,35.5,,
7NW,Plains,2,1,6,16,4,BOGR,20,4,BOGR,4,18,,
7NW,Plains,2,1,9,19,4,PASM,11,5,BOGR,4.5,15,,
7NW,Plains,2,1,12,11,2,BOGR,13,2,BOGR,2,12,,
7NW,Plains,2,1,15,9,2,BOGR,23,3,OPPO,2.5,16,,
7NW,Plains,2,1,18,13,4,BOGR,10,4,BOGR,4,11.5,,
7NW,Plains,2,1,21,10,2,BOGR,23,5,VUOC,3.5,16.5,,
